TradingDate,TradingTimeHour,ID,Min,Avg,Max,Count
2021-11-08,12:00,AVT.FR,0.0645,0.06451666666666667,0.06455,3
2021-11-08,12:00,BLC.FR,42.2,42.2875,42.4,6
2021-11-08,12:00,BN.FR,56.86,56.941147402453616,57.01,251
2021-11-08,12:00,BON.FR,22.349999999999998,22.380727272727267,22.45,25
2021-11-08,12:00,CAFO.FR,15.55,15.637500000000001,15.725000000000001,2
2021-11-08,12:00,CAP.FR,211.3,211.6411713286713,212.0,104
2021-11-08,12:00,CAPLI.FR,24.7,24.7,24.7,4
2021-11-08,12:00,CARM.FR,13.64,13.679305555555558,13.72,16
2021-11-08,12:00,CBOT.FR,3.73,3.73,3.73,1
2021-11-08,12:00,CDA.FR,15.96,15.985714285714284,16.0,14
2021-11-08,12:00,CEN.FR,66.6,66.84583333333333,67.15,4
2021-11-08,12:00,CGG.FR,0.6898,0.6930803797468355,0.6954666666666668,79
2021-11-08,12:00,CNV.FR,7.08,7.220000000000001,7.36,2
2021-11-08,12:00,COM.FR,11.633333333333333,11.816666666666666,12.0,2
2021-11-08,12:00,COX.FR,3.17,3.1749999999999994,3.18,3
2021-11-08,12:00,CS.FR,25.584999999999997,25.609846165821896,25.655,491
2021-11-08,12:00,DBG.FR,10.5,10.528825396825397,10.56,21
2021-11-08,12:00,DVT.FR,167.9,168.075,168.5,4
2021-11-08,12:00,EC.FR,138.0,138.25,138.5,2
2021-11-08,12:00,ECP.FR,0.787,0.7963333333333333,0.8,4
2021-11-08,12:00,ELIOR.FR,6.5,6.532095959595955,6.57,99
2021-11-08,12:00,ELIS.FR,16.58,16.636957547169818,16.67,159
2021-11-08,12:00,ENGI.FR,12.752,12.77194056951893,12.796,402
2021-11-08,12:00,ES.FR,14.5,14.62,14.7,5
2021-11-08,12:00,ESI.FR,68.8,69.1111111111111,69.33333333333333,3
2021-11-08,12:00,ETL.FR,12.65,12.67412232142857,12.698437499999997,50
2021-11-08,12:00,FDJ.FR,45.16,45.30594907407405,45.53,192
2021-11-08,12:00,FGR.FR,92.92,93.02576190476195,93.22,112
2021-11-08,12:00,FNAC.FR,57.4,57.58225806451613,57.70000000000001,31
2021-11-08,12:00,FPN.FR,0.0378,0.03795,0.038,4
2021-11-08,12:00,GLO.FR,19.48,19.551428571428573,19.6,7
2021-11-08,12:00,GNFT.FR,3.1448,3.1537,3.16,4
